name,folder,reference,keywords,description,base_preset,genre,subgenre_era,mood,vocal_delivery,vocal_gender_type,instruments,production_style,bpm_tempo,song_structure,hook_style,themes,explicitness,aggression,darkness,rhyme_density,wordplay,storytelling,adlibs,song_length
Skrillex - Cinematic Brostep,Artist References / Electronic & Dance,Skrillex,skrillex brostep dubstep bass,"Hyper-detailed bass music with aggressive wobble design, chopped vocals, and cinematic stop-start drops.",Cinematic Dubstep Drop,Dubstep / Bass Music,Brostep,Chaotic,Rage Shouts,Synthetic AI Vocal,Dubstep Wobbles and Cinematic Impacts,Massive Festival Master,,,,,,,,,,,,
Chase and Status - Drum and Bass,Artist References / Electronic & Dance,Chase & Status,chase and status dnb drum bass,"High-impact drum and bass with vocal hooks, heavy bass movement, and festival-ready structure.",Liquid DnB Heartbreak,Drum and Bass / Jungle,Modern Dancefloor DnB,Dark to Triumphant,Power Pop Belt,Powerful Female Lead,DnB Breakbeats Reese Bass and Pads,Massive Festival Master,,,,,,,,,,,,
Pendulum - Rock Drum and Bass,Artist References / Electronic & Dance,Pendulum,pendulum rock drum bass dnb,"Fast drum and bass fused with live rock guitars, huge drums, and an anthemic male chorus.",Liquid DnB Heartbreak,Drum and Bass / Jungle,Modern Dancefloor DnB,Heroic,Raspy Rock Belt,Warm Male Tenor,Breakbeats Reese Bass and Rock Guitars,Massive Festival Master,,,,,,,,,,,,
Burial - Future Garage Nocturne,Artist References / Electronic & Dance,Burial,burial future garage nocturnal rain,"Submerged future garage with shuffled rhythm, distant vocal fragments, and rain-soaked emotional space.",Dark Ambient Void,Electronic,Future Garage Nocturne,Lonely,Breathy Ethereal Singing,Androgynous Airy Lead,Shuffled Garage Drums Sub Bass and Vocal Chops,Nocturnal Future Garage,,,,,,,,,,,,
Massive Attack - Cinematic Trip-Hop,Artist References / Electronic & Dance,Massive Attack,massive attack trip hop cinematic dark,"Deep cinematic trip-hop with slow breakbeats, sub bass, multiple vocal identities, and controlled menace.",Dark Ambient Void,Electronic,Trip-Hop Noir,Dark and Paranoid,Intimate Storytelling Vocal,Dual Male / Female Leads,Minimal Sub Bass Piano and Percussion,Cinematic Trip-Hop Noir,,,,,,,,,,,,
Portishead - Noir Trip-Hop,Artist References / Electronic & Dance,Portishead,portishead trip hop noir female,"Fragile noir vocal over dusty breakbeats, dark harmony, and vintage cinematic texture.",Dark Ambient Void,Electronic,Trip-Hop Noir,Melancholic and Intimate,Breathy Indie Singing,Female Alto Lead,Minimal Sub Bass Piano and Percussion,Cinematic Trip-Hop Noir,,,,,,,,,,,,
Bob Marley - Roots Reggae,Artist References / Global Country Jazz & Blues,Bob Marley,bob marley roots reggae conscious,"Warm conscious roots reggae with deep bass, one-drop pocket, guitar skank, and communal vocal ease.",Roots Reggae Reflection,Reggae / Dancehall,Roots Dub Reggae,Spiritual,Folk Harmony Lead,Warm Male Tenor,Reggae Skank Guitar and Dub Bass,Roots Dub Space,,,,,,,,,,,,
Sean Paul - Dancehall,Artist References / Global Country Jazz & Blues,Sean Paul,sean paul dancehall jamaica,"Digital dancehall with sharp rhythmic toasting, deep bass, bright stabs, and an immediate party hook.",Dancehall Summer,Reggae / Dancehall,Modern Dancehall,Celebratory,Dancehall Toasting,Warm Male Tenor,Dancehall Drums and Digital Stabs,Dancehall Digital Punch,,,,,,,,,,,,
Bad Bunny - Modern Reggaeton,Artist References / Global Country Jazz & Blues,Bad Bunny,bad bunny reggaeton latin trap,"Modern reggaeton with low relaxed sing-rap, dembow drive, deep sub, and nocturnal pop polish.",Reggaeton Neon,Latin / Reggaeton,Modern Reggaeton,Seductive,Reggaeton Sing-Rap,Warm Male Tenor,Reggaeton Dembow and Nylon Guitar,Reggaeton Club Polish,,,,,,,,,,,,
Burna Boy - Afrofusion Pop,Artist References / Global Country Jazz & Blues,Burna Boy,burna boy afrofusion afrobeats,"Relaxed melodic Afrofusion over interlocking guitars, buoyant percussion, and polished warm low end.",Afrobeat Golden Hour,Afrobeat / Afropop,Afrofusion Pop,Warm and Intimate,Afrobeat Melodic Phrasing,Warm Male Tenor,Interlocking Guitars Horns Bass and Percussion,Afrofusion Radio Polish,,,,,,,,,,,,
Fela Kuti - Classic Afrobeat,Artist References / Global Country Jazz & Blues,Fela Kuti,fela kuti afrobeat horns long form,"Long-form Afrobeat with layered percussion, repeating guitars, horn dialogue, and gradual political intensity.",Afrobeat Golden Hour,Afrobeat / Afropop,Classic Afrobeat Orchestra,Defiant and Rebellious,Dancehall Toasting,Group / Crew Vocals,Interlocking Guitars Horns Bass and Percussion,Classic Funk Live,,,,,,,,,,,,
Shania Twain - Country Pop,Artist References / Global Country Jazz & Blues,Shania Twain,shania twain country pop female,"Bright country-pop with crisp live band, confident female lead, and a radio-sized chorus.",Modern Country Road,Country,90s Country Pop,Playful,Country Storytelling Twang,Powerful Female Lead,Acoustic Guitar Pedal Steel Bass and Drums,Polished Modern Pop,,,,,,,,,,,,
Johnny Cash - Dark Outlaw Country,Artist References / Global Country Jazz & Blues,Johnny Cash,johnny cash outlaw country deep voice,Sparse dark outlaw-country story with plainspoken authority and road-worn guitar accompaniment.,Modern Country Road,Country,Outlaw Country Story,Dark,Country Storytelling Twang,Deep Male Lead,Acoustic Guitar Bass and Brushes,Organic Live Room,,,,,,,,,,,,
Dolly Parton - Classic Country Story,Artist References / Global Country Jazz & Blues,Dolly Parton,dolly parton classic country story female,Clear classic-country storytelling with bright acoustic texture and emotionally precise female lead.,Modern Country Road,Country,Classic Nashville Country,Warm and Intimate,Country Storytelling Twang,Female Soprano Lead,Acoustic Guitar Mandolin and Fiddle,Organic Live Room,,,,,,,,,,,,
Chris Stapleton - Southern Soul Country,Artist References / Global Country Jazz & Blues,Chris Stapleton,chris stapleton southern soul country blues,"Gritty southern soul-country with organ, blues guitar, big live dynamics, and a raw vocal belt.",Modern Country Road,Country,Modern Southern Soul Country,Heartbroken,Raspy Rock Belt,Raspy Male Lead,Organ Blues Guitar Bass and Drums,Vintage Soul Console,,,,,,,,,,,,
Mumford and Sons - Stomp Folk,Artist References / Global Country Jazz & Blues,Mumford & Sons,mumford sons stomp folk banjo,"Escalating stomp folk with banjo, acoustic strumming, group harmonies, and a cathartic final lift.",Appalachian Folk Tale,Folk / Acoustic,Modern Indie Folk,Hopeful,Folk Harmony Lead,Group / Crew Vocals,Banjo Stomp and Upright Bass,Organic Live Room,,,,,,,,,,,,
Simon and Garfunkel - Harmony Folk,Artist References / Global Country Jazz & Blues,Simon & Garfunkel,simon garfunkel harmony folk acoustic,"Intimate acoustic folk centered on close male harmonies, careful storytelling, and light natural accompaniment.",Appalachian Folk Tale,Folk / Acoustic,60s Folk Revival,Nostalgic,Folk Harmony Lead,Dual Male / Female Leads,Acoustic Guitar Bass and Brushes,Organic Live Room,,,,,,,,,,,,
Miles Davis - Cool Jazz Nocturne,Artist References / Global Country Jazz & Blues,Miles Davis,miles davis cool jazz trumpet nocturne,"Spacious cool jazz with restrained horn phrasing, brushed drums, and late-night ensemble conversation.",Late-Night Jazz Club,Jazz,Cool Jazz Nocturne,Moody,Instrumental Performance,Instrumental / No Lead Vocal,Upright Bass Piano Sax and Brushes,Classic Jazz Club Room,,,,,,,,,,,,
John Coltrane - Modal Spiritual Jazz,Artist References / Global Country Jazz & Blues,John Coltrane,john coltrane modal spiritual jazz sax,Searching modal jazz with intense saxophone development and a responsive spiritual rhythm section.,Late-Night Jazz Club,Jazz,Modal Spiritual Jazz,Spiritual,Instrumental Performance,Instrumental / No Lead Vocal,Upright Bass Piano Sax and Brushes,Classic Jazz Club Room,,,,,,,,,,,,
Herbie Hancock - Jazz Funk Fusion,Artist References / Global Country Jazz & Blues,Herbie Hancock,herbie hancock jazz funk fusion keys,"Electric jazz-funk with syncopated keys, elastic bass, crisp drums, and playful synth improvisation.",P-Funk Mothership,Jazz,Jazz-Funk Fusion,Playful,Instrumental Performance,Instrumental / No Lead Vocal,Clavinet Electric Bass Drums and Synth,Classic Funk Live,,,,,,,,,,,,
James Brown - Hard Funk,Artist References / Global Country Jazz & Blues,James Brown,james brown funk groove horns,"Tight hard funk with interlocking rhythm, punchy horns, sharp vocal calls, and relentless pocket.",P-Funk Mothership,Funk,70s Funk,Confident and Luxurious,Powerful Soul Belt,Group / Crew Vocals,Horn Section Clavinet and Slap Bass,Classic Funk Live,,,,,,,,,,,,
BB King - Electric Blues,Artist References / Global Country Jazz & Blues,B.B. King,bb king electric blues guitar,Spacious electric blues focused on expressive lead-guitar answers and warm storytelling voice.,Chicago Blues Confession,Blues,Chicago Electric Blues,Melancholic and Intimate,Intimate Storytelling Vocal,Warm Male Tenor,Organ Blues Guitar Bass and Drums,Vintage Soul Console,,,,,,,,,,,,
Hans Zimmer - Hybrid Cinematic Score,Artist References / Cinematic Ambient & Experimental,Hans Zimmer,hans zimmer hybrid cinematic score trailer,"Large hybrid score with repeating motifs, powerful low brass, percussion, strings, and electronic pulse.",Epic Trailer Last Stand,Soundtrack / Score,Modern Cinematic Trailer,Heroic,Instrumental Performance,Instrumental / No Lead Vocal,Hybrid Orchestra and Taiko,Epic Trailer Hybrid,,,,,,,,,,,,
John Williams - Orchestral Adventure,Artist References / Cinematic Ambient & Experimental,John Williams,john williams orchestral adventure score,"Theme-led orchestral adventure with agile strings, heroic brass, colorful woodwinds, and clear narrative development.",Epic Orchestral Last Stand,Orchestral / Cinematic,Modern Orchestral Adventure,Heroic,Instrumental Performance,Instrumental / No Lead Vocal,Orchestral Strings Brass and Timpani,Orchestral Concert Hall,,,,,,,,,,,,
Ennio Morricone - Spaghetti Western,Artist References / Cinematic Ambient & Experimental,Ennio Morricone,ennio morricone spaghetti western score,"Wide desert score with tremolo guitar, whistle-like motif, sparse percussion, and dramatic brass.",Epic Orchestral Last Stand,Soundtrack / Score,Spaghetti Western Score,Eerie and Cinematic,Instrumental Performance,Instrumental / No Lead Vocal,Tremolo Guitar Brass and Percussion,Orchestral Concert Hall,,,,,,,,,,,,
Vangelis - Sci-Fi Synth Score,Artist References / Cinematic Ambient & Experimental,Vangelis,vangelis synth score sci fi bladerunner,"Luminous analog science-fiction score with slow synth harmony, expressive lead, and rain-soaked cinematic space.",Cinematic Synthwave,Soundtrack / Score,80s Neon Synthwave,Cosmic and Awe-Struck,Instrumental Performance,Instrumental / No Lead Vocal,Analog Synthwave Rig,1980s Analog Cinema,,,,,,,,,,,,
Brian Eno - Ambient Soundscape,Artist References / Cinematic Ambient & Experimental,Brian Eno,brian eno ambient generative soundscape,Slow generative ambient drift with soft tonal evolution and no conventional song pressure.,Dark Ambient Void,Ambient,Ambient Soundscape,Meditative,Instrumental Performance,Instrumental / No Lead Vocal,Ambient Pads Processed Piano and Strings,Ultra-Wide Atmospheric,,,,,,,,,,,,
Trent Reznor and Atticus Ross - Minimal Score,Artist References / Cinematic Ambient & Experimental,Trent Reznor & Atticus Ross,trent reznor atticus ross minimal film score,"Restrained electronic film score with repeating motifs, processed texture, and accumulating unease.",Horror Score Pursuit,Soundtrack / Score,Hybrid Minimal Film Score,Suspenseful,Instrumental Performance,Instrumental / No Lead Vocal,Ambient Pads Processed Piano and Strings,Minimal Hybrid Score,,,,,,,,,,,,
Måneskin - Modern Glam Rock Swagger,Artist References / Rock & Alternative,Måneskin,maneskin måneskin modern glam rock swagger raspy theatrical bass guitar,"Swaggering modern glam-inflected hard rock with a raspy theatrical lead, prominent bass, crunchy guitars, live drums, and a large hook.",Alternative Rock Catharsis,Hard Rock,Sunset Strip Hard Rock,Defiant and Rebellious,Raspy Rock Belt,Raspy Male Lead,Electric Guitar + Bass + Live Drums,Polished Arena Alternative,118 BPM Driving,Rock Escalation,Big Sung Chorus,Rebellion,Explicit,Strong,Balanced,Loose and Conversational,Direct,Character Portrait,Sparse Accent Ad-Libs,About 3 Minutes
Counting Crows - Roots Alternative Storytelling,Artist References / Rock & Alternative,Counting Crows,counting crows roots alternative rock storytelling jangly guitar organ piano,"Rootsy alternative rock with conversational emotional vocals, jangly guitar and organ colour, loose live-band interplay, and detailed narrative songwriting.",Acoustic Soul Storyteller,Alternative Rock,90s Arena Alternative,Melancholic and Intimate,Intimate Storytelling Vocal,Warm Male Storyteller,Organ Blues Guitar Bass and Drums,Organic Live Room,92 BPM Head-Nod,Story Ballad,Question and Payoff,Grief and Memory,Mostly Clean,Controlled,Balanced,Loose and Conversational,Layered Literary,Linear Story,Sparse Accent Ad-Libs,About 4 Minutes
Angry Spoken Rant,Spoken Voice / Emotion & Delivery,,spoken angry rant yelling mad furious,Spoken voice only: controlled anger building toward forceful confrontation without singing.,Acoustic Soul Storyteller,Spoken Word / Voice,Unaccompanied Spoken Voice,Angry,Angry Spoken Rant,Raspy Male Speaker,No Instruments - Dry Spoken Voice,Dry Broadcast Speech,Variable Rubato,Continuous Spoken Monologue,No Sung Hook - Spoken Only,,,,,,,,,
Sad Confessional Monologue,Spoken Voice / Emotion & Delivery,,spoken sad crying confessional grief,"Fragile spoken confession shaped by grief, breath, and silence; never sung.",Acoustic Soul Storyteller,Spoken Word / Voice,Unaccompanied Spoken Voice,Heartbroken,Sad Confessional Monologue,Warm Female Narrator,No Instruments - Dry Spoken Voice,Intimate Binaural Speech,Variable Rubato,Continuous Spoken Monologue,No Sung Hook - Spoken Only,,,,,,,,,
Intimate Seductive Whisper,Spoken Voice / Emotion & Delivery,,spoken sexy sensual seductive whisper intimate,Close sensual spoken whisper with slow confident pacing and no singing.,Contemporary R&B Night,Spoken Word / Voice,Unaccompanied Spoken Voice,Seductive,Intimate Seductive Whisper,Breathy Female Whisper,No Instruments - Dry Spoken Voice,Intimate Binaural Speech,Variable Rubato,Continuous Spoken Monologue,Repeated Spoken Phrase,,,,,,,,,
Full-Volume Yelling Speech,Spoken Voice / Emotion & Delivery,,spoken yelling shouting scream speech urgent,Intelligible full-volume spoken yelling with escalating urgency and no sung notes.,Metalcore Breakdown,Spoken Word / Voice,Unaccompanied Spoken Voice,Angry,Full-Volume Yelling Speech,Powerful Female Speaker,No Instruments - Dry Spoken Voice,Dry Broadcast Speech,Variable Rubato,Spoken Cold Open and Build,No Sung Hook - Spoken Only,,,,,,,,,
Soft ASMR Whisper,Spoken Voice / Emotion & Delivery,,asmr whisper soft close mic relaxing spoken,Extremely close gentle spoken whisper with audible breath detail and no music required.,Ethereal Dream Pop,Spoken Word / Voice,Unaccompanied Spoken Voice,Peaceful,Soft ASMR Whisper,Breathy Female Whisper,No Instruments - Dry Spoken Voice,Intimate Binaural Speech,Variable Rubato,Continuous Spoken Monologue,No Sung Hook - Spoken Only,,,,,,,,,
Horror Villain Whisper,Spoken Voice / Emotion & Delivery,,horror villain evil ominous whisper spoken,Predatory low spoken whisper over optional dark drone; never sung.,Horror Score Pursuit,Spoken Word / Voice,Spoken Voice with Underscore,Horror,Horror Villain Whisper,Deep Male Narrator,Dark Drone Underscore for Speech,Large Trailer Voice Mix,Variable Rubato,Spoken Cold Open and Build,Trailer Tagline,,,,,,,,,
Heroic Trailer Voice,Spoken Voice / Narration & Broadcast,,heroic trailer voice cinematic announcer,Monumental cinematic spoken announcement over restrained hybrid-score underscore.,Epic Trailer Last Stand,Spoken Word / Voice,Spoken Voice with Underscore,Heroic,Heroic Trailer Voice,Deep Male Narrator,Subtle Cinematic Underscore for Speech,Large Trailer Voice Mix,Variable Rubato,Spoken Cold Open and Build,Trailer Tagline,,,,,,,,,
Documentary Narration,Spoken Voice / Narration & Broadcast,,documentary narrator factual nature history,Clear authoritative documentary narration with subtle unobtrusive underscore and no singing.,Acoustic Soul Storyteller,Spoken Word / Voice,Spoken Voice with Underscore,Neutral,Documentary Narration,Warm Male Storyteller,Subtle Cinematic Underscore for Speech,Dry Broadcast Speech,Variable Rubato,Continuous Spoken Monologue,No Sung Hook - Spoken Only,,,,,,,,,
Motivational Speech,Spoken Voice / Narration & Broadcast,,motivational inspiring speech coach,Warm motivational spoken address that grows toward a decisive final statement.,Gospel Redemption,Spoken Word / Voice,Spoken Voice with Underscore,Hopeful,Motivational Speech,Powerful Female Speaker,Warm Piano Underscore for Speech,Large Trailer Voice Mix,Variable Rubato,Spoken Cold Open and Build,Repeated Spoken Phrase,,,,,,,,,
Comedic Deadpan,Spoken Voice / Emotion & Delivery,,comedy deadpan funny dry spoken,Dry spoken comedy with exact pauses and an understated punchline ending.,CUDA Out of Memory,Spoken Word / Voice,Unaccompanied Spoken Voice,Playful,Comedic Deadpan,Warm Male Storyteller,No Instruments - Dry Spoken Voice,Natural Podcast Studio,Variable Rubato,Continuous Spoken Monologue,No Sung Hook - Spoken Only,,,,,,,,,
Sarcastic Commentary,Spoken Voice / Emotion & Delivery,,sarcastic snark commentary spoken,Pointed ironic spoken commentary with skeptical pauses and crisp punchlines.,CUDA Out of Memory,Spoken Word / Voice,Unaccompanied Spoken Voice,Playful,Sarcastic Commentary,Warm Female Narrator,No Instruments - Dry Spoken Voice,Natural Podcast Studio,Variable Rubato,Continuous Spoken Monologue,No Sung Hook - Spoken Only,,,,,,,,,
